condition,mode,commit_count_count,commit_count_maximum,commit_count_median,commit_count_minimum,complete,complete_seeds,expected_seeds,fvs_size_count,fvs_size_maximum,fvs_size_median,fvs_size_minimum,peak_rss_kib_count,peak_rss_kib_maximum,peak_rss_kib_median,peak_rss_kib_minimum,total_ms_count,total_ms_maximum,total_ms_median,total_ms_minimum,validator_commits_per_second_count,validator_commits_per_second_maximum,validator_commits_per_second_median,validator_commits_per_second_minimum
paper_k-l2-n512-zipf-k2,adaptive,5,178,150,146,True,5,5,5,366,362,334,5,4336,4280,4152,5,1.334349,1.253701,1.152092,5,141979.62672120385,130197.93558153343,110915.51011017358
paper_k-l2-n512-zipf-k2,graph,5,178,150,146,True,5,5,5,366,362,334,5,3936,3924,3904,5,2.787532,2.500623,2.407338,5,73940.59330264383,59985.051725110105,53093.56089903183
paper_k-l2-n512-zipf-k2,lazy,5,178,150,146,True,5,5,5,366,362,334,5,4264,4200,4144,5,1.323495,1.250126,1.154388,5,142385.6475267293,129938.98065468456,111825.12967559378
paper_k-l2-n512-zipf-k2,paper,5,178,150,146,True,5,5,5,366,362,334,5,4208,4176,4136,5,2.328123,2.094711,2.07822,5,84975.92269291563,71631.1511460268,63570.524409578014
paper_k-l2-n512-zipf-k2,profile,5,178,150,146,True,5,5,5,366,362,334,5,4240,4196,4136,5,1.729693,1.613259,1.504011,5,109468.06515194844,99733.3131207152,85564.31690479178
scale-l2-n8192-uniform-k1,accept_id,5,2759,2751,2721,True,5,5,5,5471,5441,5433,5,6768,6704,6636,5,5.257135,5.218402,5.19005,5,531520.6789285667,524430.1316211206,519906.6346277308
scale-l2-n8192-uniform-k1,accept_static_degree,5,3153,3137,3121,True,5,5,5,5071,5055,5039,5,6804,6684,6544,5,7.312603,7.274901,7.261503,5,433407.95977842173,431262.5627389421,428162.9422709867
scale-l2-n8192-uniform-k1,adaptive,5,3010,2993,2982,True,5,5,5,5210,5199,5182,5,10348,10292,10228,5,20.274695,20.037728,20.00218,5,150468.6423349374,148968.98490687166,147079.89442011333
scale-l2-n8192-uniform-k1,graph,5,3010,2993,2982,True,5,5,5,5210,5199,5182,5,15400,15392,15336,5,33.855596,33.6,33.536811,5,89672.99832514077,89077.38095238095,88079.97354410775
scale-l2-n8192-uniform-k1,lazy,5,3010,2993,2982,True,5,5,5,5210,5199,5182,5,10364,10336,10312,5,20.333689,20.126498,20.014917,5,150387.83323458198,148875.33463996768,146653.1724764749
scale-l2-n8192-uniform-k1,paper,5,3010,2993,2982,True,5,5,5,5210,5199,5182,5,9352,9288,9188,5,488.668973,454.688042,424.920013,5,7043.678594634704,6617.724070253865,6159.588937110603
scale-l2-n8192-uniform-k1,profile,5,3010,2993,2982,True,5,5,5,5210,5199,5182,5,11204,11060,10968,5,28.480511,28.446924,27.964193,5,107637.64933248743,105775.93556336706,104808.51274051929
scale-l2-n8192-zipf-k1,accept_id,5,892,859,843,True,5,5,5,7349,7333,7300,5,6500,6440,6388,5,5.377605,4.669194,4.59154,5,186654.8089246946,183598.5312117503,161410.14447881537
scale-l2-n8192-zipf-k1,accept_static_degree,5,985,943,937,True,5,5,5,7255,7249,7207,5,6756,6704,6608,5,7.518765,6.722865,6.603129,5,144545.16625555672,140989.22372868197,127547.54271479425
scale-l2-n8192-zipf-k1,adaptive,5,983,946,934,True,5,5,5,7258,7246,7209,5,9436,9400,9384,5,73.108081,67.357077,63.583283,5,14689.395638787635,13896.089938700872,13144.921694771334
scale-l2-n8192-zipf-k1,graph,5,983,946,934,True,5,5,5,7258,7246,7209,5,15536,15440,15412,5,749.902365,687.69586,675.934576,5,1454.282758868663,1358.1585324652092,1281.500159024035
scale-l2-n8192-zipf-k1,lazy,5,983,946,934,True,5,5,5,7258,7246,7209,5,9444,9428,9348,5,72.933749,67.431661,63.572592,5,14691.865953806006,13880.719918793042,13176.341723500322
scale-l2-n8192-zipf-k1,paper,5,983,946,934,True,5,5,5,7258,7246,7209,5,54132,52912,52780,5,876.575295,795.742089,741.200383,5,1276.3080291068873,1190.3186364593791,1121.4096559725654
scale-l2-n8192-zipf-k1,profile,5,983,946,934,True,5,5,5,7258,7246,7209,5,9888,9856,9848,5,68.935862,61.151356,60.628064,5,16136.253672413532,15438.394998065582,13940.494426543908
