condition,seed,numerator,denominator,commit_delta,commit_delta_defined,complete,successful,total_ms_delta,total_ms_delta_defined,total_ms_ratio,total_ms_ratio_defined,validator_rate_ratio,validator_rate_ratio_defined
main-l1-n40-uniform-k1,101,paper,adaptive,0,3,True,3,-0.011772999999999999,3,0.6838359696001289,3,1.4623389883757463,3
main-l1-n40-zipf-k1,11,adaptive,accept_id,0,3,True,3,0.03165,3,1.9534855696812676,3,0.5119054962679662,3
main-l1-n40-zipf-k1,11,adaptive,accept_static_degree,0,3,True,3,0.025802,3,1.6608780287895086,3,0.6020911726605392,3
main-l1-n40-zipf-k1,11,graph,adaptive,0,3,True,3,-0.010181000000000003,3,0.8401551190868698,3,1.190256391089849,3
main-l1-n40-zipf-k1,11,paper,adaptive,0,3,True,3,-0.025943,3,0.5999167232126333,3,1.6668980231870647,3
main-l1-n40-zipf-k1,29,adaptive,accept_id,0,3,True,3,0.028311999999999997,3,1.818337979780913,3,0.5499527651732201,3
main-l1-n40-zipf-k1,29,adaptive,accept_static_degree,0,3,True,3,0.023881,3,1.6252552756977536,3,0.6152879581151832,3
main-l1-n40-zipf-k1,29,graph,adaptive,0,3,True,3,-0.010749000000000002,3,0.8268385018123238,3,1.2094260218992323,3
main-l1-n40-zipf-k1,29,paper,adaptive,0,3,True,3,-0.024951999999999995,3,0.6011564438541651,3,1.6634605022092896,3
main-l1-n40-zipf-k1,47,adaptive,accept_id,0,3,True,3,0.020191,3,1.556547865156151,3,0.6424473171595537,3
main-l1-n40-zipf-k1,47,adaptive,accept_static_degree,0,3,True,3,0.017054,3,1.4279333534076082,3,0.7003127965416651,3
main-l1-n40-zipf-k1,47,graph,adaptive,0,3,True,3,-0.010464999999999995,3,0.8161002354760483,3,1.2253396783015007,3
main-l1-n40-zipf-k1,47,paper,adaptive,0,3,True,3,-0.026427,3,0.533066132264529,3,1.87593984962406,3
main-l1-n40-zipf-k1,71,adaptive,accept_id,0,3,True,3,0.029475,3,1.8429617342561346,3,0.5426048633633866,3
main-l1-n40-zipf-k1,71,adaptive,accept_static_degree,0,3,True,3,0.025407,3,1.6508940923297637,3,0.6057323753510963,3
main-l1-n40-zipf-k1,71,graph,adaptive,0,3,True,3,-0.012310000000000001,3,0.8087261878865099,3,1.2365124500461113,3
main-l1-n40-zipf-k1,71,paper,adaptive,0,3,True,3,-0.027324999999999995,3,0.5756483706030925,3,1.7371715982663598,3
main-l1-n40-zipf-k1,101,adaptive,accept_id,0,3,True,3,0.031893000000000005,3,1.92531987118113,3,0.5193942133815551,3
